Open,Close,High,Low,Volume,Date
2145.5,2211,2228,2123.5,,07/24/20
2150,2145.5,2171,2115,,07/23/20
2152,2157.5,2188.5,2108,,07/22/20
2049.5,2145,2182.5,2049,,07/21/20
2028,2054,2080.5,2017.5,,07/20/20
2024,2024,2024,2024,,07/19/20
2024,2024,2024,2024,,07/18/20
1996,2024,2048,1978.5,,07/17/20
1985.5,1995,2035,1969,,07/16/20
1970.5,1984.5,1993.5,1954.5,,07/15/20
1977.5,1968,1990.5,1933.5,,07/14/20
1976.5,1978,2065.5,1966,,07/13/20
1977,1978,1978,1977,,07/12/20
1977,1977,1977,1977,,07/11/20
1954,1977,1978,1934,,07/10/20
1928,1949.5,2003.5,1926,,07/09/20
1933,1926,1961,1909,,07/08/20
1943.5,1930,1948.5,1912.5,,07/07/20
1921.5,1942,1954,1914,,07/06/20
1926,1923,1926,1923,,07/05/20
1910,1926,1939.5,1894.5,,07/03/20
1920.5,1910,1929,1899.5,,07/02/20
1944,1918.5,1944,1907,,07/01/20
1907.5,1945,1959,1894,,06/30/20
1883,1907,1926,1871.5,,06/29/20
1884,1884,1884,1884,,06/27/20
1846,1884,1891.5,1840,,06/26/20
1872.5,1845,1889.5,1832.5,,06/25/20
1935.5,1870,1957.5,1858,,06/24/20
1944.5,1929,1955,1919.5,,06/23/20
1924,1945.5,1967.5,1899,,06/22/20
1918.5,1918.5,1918.5,1918.5,,06/21/20
1918.5,1918.5,1918.5,1918.5,,06/20/20
1910.5,1918.5,1923.5,1887.5,,06/19/20
1925.5,1906.5,1955,1889,,06/18/20
1935,1928,1944,1901,,06/17/20
1941.5,1937.5,1974,1923,,06/16/20
1927.5,1938.5,1952.5,1892,,06/15/20
1932,1934.5,1934.5,1932,,06/14/20
1932,1932,1932,1932,,06/13/20
1915.5,1932,1962.5,1907.5,,06/12/20
1951.5,1917,1956,1892,,06/11/20
1951,1952.5,1982.5,1907.5,,06/10/20
2027,1951,2039.5,1923,,06/09/20
1960.5,2022,2042.5,1915,,06/08/20
1956,1956,1956,1956,,06/07/20
1956,1956,1956,1956,,06/06/20
1945.5,1956,1995,1923,,06/05/20
1947.5,1937.5,1957.5,1838.5,,06/04/20
1966.5,1952,1994,1951.5,,06/03/20
1972,1967,2001,1946,,06/02/20
1949.5,1972,1981,1924.5,,06/01/20
1951.5,1951.5,1951.5,1951.5,,05/30/20
1919,1951.5,1972.5,1907,,05/29/20
1980.5,1917.5,1990.5,1874,,05/28/20
1964.5,1976.5,1988,1893,,05/27/20
1988,1962.5,2038.5,1948,,05/26/20
1954,1994.5,2000,1942,,05/25/20
1952,1952,1952,1952,,05/24/20
2036,1952,2050.5,1909.5,,05/22/20
2085.5,2035.5,2093,1999,,05/21/20
